uniqueid,forecasting,tool tip,node name,Category,delta,08-2010,Monthly,,,,,,,,,,,,,,,,,,
Price_TOYOTA_KLUGER_3.5_KX-R_7_SEAT_AWD_AUTO,,3.5 KX-R 7 SEAT AWD AUTO,3.5 KX-R 7 SEAT AWD AUTO,Client Data:Competitor Price:Outback Competitors:All Models:TOYOTA KLUGER ,0.5,47190,47190,47190,47190,47190,47190,47190,47190,47190,47190,47190,47190,47190,47190,47190,47690,47690,47690,47690,47690
Price_TOYOTA_KLUGER_3.5_GRANDE_7_SEAT_AWD_AUTO,,3.5 GRANDE 7 SEAT AWD AUTO,3.5 GRANDE 7 SEAT AWD AUTO,Client Data:Competitor Price:Outback Competitors:All Models:TOYOTA KLUGER ,0.5,65490,65490,65490,65490,65490,65490,64990,64990,64990,64990,64990,64990,64990,64990,64990,65490,65490,65490,65135,65135
Price_TOYOTA_KLUGER_3.5_KX-S_7_SEAT_AWD_AUTO,,3.5 KX-S 7 SEAT AWD AUTO,3.5 KX-S 7 SEAT AWD AUTO,Client Data:Competitor Price:Outback Competitors:All Models:TOYOTA KLUGER ,0.5,55490,55490,55490,55490,55490,55490,55490,55490,55490,55490,55490,55490,55490,55490,55490,55990,55990,55990,55990,55990
Price_TOYOTA_KLUGER_3.5_KX-R_5_SEAT_AWD_AUTO,,3.5 KX-R 5 SEAT AWD AUTO,3.5 KX-R 5 SEAT AWD AUTO,Client Data:Competitor Price:Outback Competitors:All Models:TOYOTA KLUGER ,0.5,44490,44490,44490,44490,44490,44490,44490,44490,44490,44490,44490,44490,44490,44490,44490,44990,44990,44990,44990,44990
Price_VOLVO_XC60_2.4_D5_R-DESIGN_GEARTRONIC_4WD,,2.4 D5 R-DESIGN GEARTRONIC 4WD,2.4 D5 R-DESIGN GEARTRONIC 4WD,Client Data:Competitor Price:Outback Competitors:All Models:VOLVO XC60 ,0.5,69990,69990,69990,72490,72490,72490,72490,72490,72490,72490,72490,72490,72490,72490,72490,72490,72490,72490,72490,72490
Price_VOLVO_XC60_2.4_D5_GEARTRONIC_4WD,,2.4 D5 GEARTRONIC 4WD,2.4 D5 GEARTRONIC 4WD,Client Data:Competitor Price:Outback Competitors:All Models:VOLVO XC60 ,0.5,61990,61990,61990,62490,62490,62490,62490,62490,62490,62490,62490,62490,62490,62490,62490,62490,62490,62490,62490,62490
Price_VOLVO_XC60_2.4_D5_TEKNIK_GEARTRONIC_4WD,,2.4 D5 TEKNIK GEARTRONIC 4WD,2.4 D5 TEKNIK GEARTRONIC 4WD,Client Data:Competitor Price:Outback Competitors:All Models:VOLVO XC60 ,0.5,66990,66990,66990,67490,67490,67490,67490,67490,67490,67490,67490,67490,67490,67490,67490,67490,67490,67490,67490,67490
Price_VOLVO_XC60_3.0_T6_R-DESIGN_GEARTRONIC_4WD,,3.0 T6 R-DESIGN GEARTRONIC 4WD,3.0 T6 R-DESIGN GEARTRONIC 4WD,Client Data:Competitor Price:Outback Competitors:All Models:VOLVO XC60 ,0.5,75990,75990,75990,78490,78490,78490,78490,78490,78490,78490,78490,78490,78490,78490,78490,78490,78490,78490,78140,78140
Price_VOLVO_XC60_3.2_GEARTRONIC_4WD,,3.2 GEARTRONIC 4WD,3.2 GEARTRONIC 4WD,Client Data:Competitor Price:Outback Competitors:All Models:VOLVO XC60 ,0.5,59490,59490,59490,59990,59990,59990,59990,59990,59990,59990,59990,59990,59990,59990,59990,59990,59990,59990,59790,59790
Price_VOLVO_XC60_3.0_T6_GEARTRONIC_4WD,,3.0 T6 GEARTRONIC 4WD,3.0 T6 GEARTRONIC 4WD,Client Data:Competitor Price:Outback Competitors:All Models:VOLVO XC60 ,0.5,67990,67990,67990,68490,68490,68490,68490,68490,68490,68490,68490,68490,68490,68490,68490,68490,68490,68490,68140,68140
Price_VOLVO_XC60_2.0_T5_TEKNIK_POWERSHIFT,,2.0 T5 TEKNIK POWERSHIFT,2.0 T5 TEKNIK POWERSHIFT,Client Data:Competitor Price:Outback Competitors:All Models:VOLVO XC60 ,0.5,59990,59990,59990,60490,60490,60490,60490,60490,60490,60490,60490,60490,60490,60490,60490,60490,60490,60490,60190,60190
Price_VOLVO_XC60_3.2_TEKNIK_GEARTRONIC_4WD,,3.2 TEKNIK GEARTRONIC 4WD,3.2 TEKNIK GEARTRONIC 4WD,Client Data:Competitor Price:Outback Competitors:All Models:VOLVO XC60 ,0.5,64490,64490,64490,64990,64990,64990,64990,64990,64990,64990,64990,64990,64990,64990,64990,64990,64990,64990,64640,64640
Price_VOLVO_XC60_3.0_T6_TEKNIK_GEARTRONIC_4WD,,3.0 T6 TEKNIK GEARTRONIC 4WD,3.0 T6 TEKNIK GEARTRONIC 4WD,Client Data:Competitor Price:Outback Competitors:All Models:VOLVO XC60 ,0.5,72990,72990,72990,73490,73490,73490,73490,73490,73490,73490,73490,73490,73490,73490,73490,73490,73490,73490,73140,73140
Price_VOLVO_XC60_2.0_T5_POWERSHIFT,,2.0 T5 POWERSHIFT,2.0 T5 POWERSHIFT,Client Data:Competitor Price:Outback Competitors:All Models:VOLVO XC60 ,0.5,54990,54990,54990,55490,55490,55490,55490,55490,55490,55490,55490,55490,55490,55490,55490,55490,55490,55490,55490,55490
Price_VOLVO_XC70_2.4_D5_AWD_GEARTRONIC,,2.4 D5 AWD GEARTRONIC,2.4 D5 AWD GEARTRONIC,Client Data:Competitor Price:Outback Competitors:All Models:VOLVO XC70 ,0.5,63450,63450,63450,63990,63990,63990,63990,63990,63990,63990,63990,63990,63990,63990,63990,63990,63990,63990,63490,63490
Price_VOLVO_XC70_2.4_D5_TEKNIK_AWD_GEARTRONIC,,2.4 D5 TEKNIK AWD GEARTRONIC,2.4 D5 TEKNIK AWD GEARTRONIC,Client Data:Competitor Price:Outback Competitors:All Models:VOLVO XC70 ,0.5,68450,68450,68450,68990,68990,68990,68990,68990,68990,68990,68990,68990,68990,68990,68990,68990,68990,68990,68490,68490
Price_VOLVO_XC70_3.2_TEKNIK_AWD_GEARTRONIC,,3.2 TEKNIK AWD GEARTRONIC,3.2 TEKNIK AWD GEARTRONIC,Client Data:Competitor Price:Outback Competitors:All Models:VOLVO XC70 ,0.5,67450,67450,67450,67990,67990,67990,67990,67990,67990,67990,67990,67990,67990,67990,67990,67990,67990,67990,64640,64640
Price_VOLVO_XC70_3.2_AWD_GEARTRONIC,,3.2 AWD GEARTRONIC,3.2 AWD GEARTRONIC,Client Data:Competitor Price:Outback Competitors:All Models:VOLVO XC70 ,0.5,62450,62450,62450,62990,62990,62990,62990,62990,62990,62990,62990,62990,62990,62990,62990,62990,62990,62990,59790,59790
Price_VOLVO_XC90_2.4_D5_R-DESIGN_GEARTRONIC,,2.4 D5 R-DESIGN GEARTRONIC,2.4 D5 R-DESIGN GEARTRONIC,Client Data:Competitor Price:Outback Competitors:All Models:VOLVO XC90 ,0.5,72990,72990,72990,73490,73490,73490,73490,73490,73490,73490,73490,73490,73490,73490,73490,73490,73490,73490,73140,73140
Price_VOLVO_XC90_2.4_D5_EXECUTIVE_GEARTRONIC,,2.4 D5 EXECUTIVE GEARTRONIC,2.4 D5 EXECUTIVE GEARTRONIC,Client Data:Competitor Price:Outback Competitors:All Models:VOLVO XC90 ,0.5,74990,74990,74990,75990,75990,75990,75990,75990,75990,75990,75990,75990,75990,75990,75990,75990,75990,75990,75640,75640
Price_VOLVO_XC90_3.2_R-DESIGN_GEARTRONIC,,3.2 R-DESIGN GEARTRONIC,3.2 R-DESIGN GEARTRONIC,Client Data:Competitor Price:Outback Competitors:All Models:VOLVO XC90 ,0.5,69990,69990,69990,69990,69990,69990,69990,69990,69990,69990,69990,69990,69990,69990,69990,69990,69990,69990,69640,69640
Price_VOLVO_XC90_3.2_EXECUTIVE_GEARTRONIC,,3.2 EXECUTIVE GEARTRONIC,3.2 EXECUTIVE GEARTRONIC,Client Data:Competitor Price:Outback Competitors:All Models:VOLVO XC90 ,0.5,71990,71990,71990,72490,72490,72490,72490,72490,72490,72490,72490,72490,72490,72490,72490,72490,72490,72490,72140,72140
,,,,,,,,,,,,,,,,,,,,,,,,,
Price_FORD_FOCUS_1.6_AMBIENTE,,1.6 AMBIENTE,1.6 AMBIENTE,Client Data:Competitor Price:Impreza Competitors:All Models:FORD FOCUS ,0.5,21990,21990,21990,21990,21990,21990,21990,21990,21990,20290,20290,20290,20290,20290,20290,20290,20290,20290,20290,20290
Price_FORD_FOCUS_1.6_AMBIENTE_POWERSHIFT,,1.6 AMBIENTE POWERSHIFT,1.6 AMBIENTE POWERSHIFT,Client Data:Competitor Price:Impreza Competitors:All Models:FORD FOCUS ,0.5,24290,24290,24290,24290,24290,24290,24290,24290,24290,22590,22590,22590,22590,22590,22590,22590,22590,22590,22590,22590
Price_FORD_FOCUS_2.0_GDI_SPORT,,2.0 GDI SPORT,2.0 GDI SPORT,Client Data:Competitor Price:Impreza Competitors:All Models:FORD FOCUS ,0.5,27890,27890,27890,27890,27890,27890,27890,27890,27890,25890,25890,25890,25890,25890,25890,25890,25890,25890,25890,25890
Price_FORD_FOCUS_2.0_GDI_SPORT_POWERSHIFT,,2.0 GDI SPORT POWERSHIFT,2.0 GDI SPORT POWERSHIFT,Client Data:Competitor Price:Impreza Competitors:All Models:FORD FOCUS ,0.5,30190,30190,30190,30190,30190,30190,30190,30190,30190,28190,28190,28190,28190,28190,28190,28190,28190,28190,28190,28190
Price_FORD_FOCUS_2.0_GDI_TITANIUM_POWERSHIFT,,2.0 GDI TITANIUM POWERSHIFT,2.0 GDI TITANIUM POWERSHIFT,Client Data:Competitor Price:Impreza Competitors:All Models:FORD FOCUS ,0.5,33090,33090,33090,33090,33090,33090,33840,33840,33840,32990,32990,32990,32990,32990,32990,32990,32990,32990,32990,32990
Price_FORD_FOCUS_2.0_GDI_TREND,,2.0 GDI TREND,2.0 GDI TREND,Client Data:Competitor Price:Impreza Competitors:All Models:FORD FOCUS ,0.5,24490,24490,24490,24490,24490,24490,24490,24490,24490,22290,22290,22290,22290,22290,22290,22290,22290,22290,22290,22290
Price_FORD_FOCUS_2.0_GDI_TREND_POWERSHIFT,,2.0 GDI TREND POWERSHIFT,2.0 GDI TREND POWERSHIFT,Client Data:Competitor Price:Impreza Competitors:All Models:FORD FOCUS ,0.5,26790,26790,26790,26790,26790,26790,26790,26790,26790,24590,24590,24590,24590,24590,24590,24590,24590,24590,24590,24590
Price_FORD_FOCUS_2.0_TDCI_SPORT_POWERSHIFT,,2.0 TDCI SPORT POWERSHIFT,2.0 TDCI SPORT POWERSHIFT,Client Data:Competitor Price:Impreza Competitors:All Models:FORD FOCUS ,0.5,33690,33690,33690,33690,33690,33690,33690,33690,33690,31690,31690,31690,31690,31690,31690,31690,31690,31690,31690,31690
Price_FORD_FOCUS_2.0_TDCI_TITANIUM_POWERSHIFT,,2.0 TDCI TITANIUM POWERSHIFT,2.0 TDCI TITANIUM POWERSHIFT,Client Data:Competitor Price:Impreza Competitors:All Models:FORD FOCUS ,0.5,36590,36590,36590,36590,36590,36590,37340,37340,37340,36490,36490,36490,36490,36490,36490,36490,36490,36490,36490,36490
Price_FORD_FOCUS_2.0_TDCI_TREND_POWERSHIFT,,2.0 TDCI TREND POWERSHIFT,2.0 TDCI TREND POWERSHIFT,Client Data:Competitor Price:Impreza Competitors:All Models:FORD FOCUS ,0.5,30500,30500,30500,30500,30500,30500,30500,30500,30500,28090,28090,28090,28090,28090,28090,28090,28090,28090,28090,28090
Price_HOLDEN_CRUZE_1.6_SRI,,1.6 SRI,1.6 SRI,Client Data:Competitor Price:Impreza Competitors:All Models:HOLDEN CRUZE ,0.5,25990,25990,25990,25990,25990,25990,25990,25990,25990,25990,25990,25990,25990,25990,22490,22490,22490,22490,22490,22490
Price_HOLDEN_CRUZE_1.6_SRI_AUTO,,1.6 SRI AUTO,1.6 SRI AUTO,Client Data:Competitor Price:Impreza Competitors:All Models:HOLDEN CRUZE ,0.5,28290,28290,28290,28290,28290,28290,28290,28290,28290,28290,28290,28290,28290,28290,24690,24690,24690,24690,24690,24690
Price_HOLDEN_CRUZE_1.6_SRI-V,,1.6 SRI-V,1.6 SRI-V,Client Data:Competitor Price:Impreza Competitors:All Models:HOLDEN CRUZE ,0.5,29490,29490,29490,29490,29490,29490,29490,29490,29490,29490,29490,29490,29490,29490,26490,26490,26490,26490,26490,26490
Price_HOLDEN_CRUZE_1.6_SRI-V_AUTO,,1.6 SRI-V AUTO,1.6 SRI-V AUTO,Client Data:Competitor Price:Impreza Competitors:All Models:HOLDEN CRUZE ,0.5,31790,31790,31790,31790,31790,31790,31790,31790,31790,31790,31790,31790,31790,31790,28690,28690,28690,28690,28690,28690
Price_HOLDEN_CRUZE_1.8_CDX_AUTO,,1.8 CDX AUTO,1.8 CDX AUTO,Client Data:Competitor Price:Impreza Competitors:All Models:HOLDEN CRUZE ,0.5,27040,27040,27040,27040,27040,27040,27040,27040,27040,27040,27040,27040,27040,27040,24190,24190,24190,24190,24190,24190
Price_HOLDEN_CRUZE_2.0_DIESEL_CDX_AUTO,,2.0 DIESEL CDX AUTO,2.0 DIESEL CDX AUTO,Client Data:Competitor Price:Impreza Competitors:All Models:HOLDEN CRUZE ,0.5,31040,31040,31040,31040,31040,31040,31040,31040,31040,31040,31040,31040,31040,31040,28190,28190,28190,28190,28190,28190
Price_HONDA_CIVIC_1.8_VTI-L_AUTO,,1.8 VTI-L AUTO,1.8 VTI-L AUTO,Client Data:Competitor Price:Impreza Competitors:All Models:HONDA CIVIC ,0.5,32290,32290,32290,32290,29990,29990,29990,29990,29990,29990,29990,26590,25490,25490,25490,25490,25490,25490,25490,25490
Price_HONDA_CIVIC_2.0_SPORT_AUTO,,2.0 SPORT AUTO,2.0 SPORT AUTO,Client Data:Competitor Price:Impreza Competitors:All Models:HONDA CIVIC ,0.5,32290,27990,27990,27990,27990,27990,30990,30990,30990,30990,30990,30990,30990,30990,30990,30990,30990,30990,30990,30990
Price_HYUNDAI_ELANTRA_1.8_MPI_ACTIVE,,1.8 MPI ACTIVE,1.8 MPI ACTIVE,Client Data:Competitor Price:Impreza Competitors:All Models:HYUNDAI ELANTRA ,0.5,20590,20590,20590,20590,20590,20590,20590,20590,20590,20590,20590,20590,20590,20590,20590,20590,20590,20590,20590,20590
Price_HYUNDAI_ELANTRA_1.8_MPI_ACTIVE_AUTO,,1.8 MPI ACTIVE AUTO,1.8 MPI ACTIVE AUTO,Client Data:Competitor Price:Impreza Competitors:All Models:HYUNDAI ELANTRA ,0.5,22590,22590,22590,22590,22590,22590,22590,22590,22590,22590,22590,22590,22590,22590,22590,22590,22590,22590,22590,22590
Price_HYUNDAI_ELANTRA_1.8_MPI_ELITE,,1.8 MPI ELITE,1.8 MPI ELITE,Client Data:Competitor Price:Impreza Competitors:All Models:HYUNDAI ELANTRA ,0.5,23590,23590,23590,23590,23590,23590,23590,23590,23590,23590,23590,23590,23590,23590,23590,23590,23590,23590,23590,23590
Price_HYUNDAI_ELANTRA_1.8_MPI_ELITE_AUTO,,1.8 MPI ELITE AUTO,1.8 MPI ELITE AUTO,Client Data:Competitor Price:Impreza Competitors:All Models:HYUNDAI ELANTRA ,0.5,25590,25590,25590,25590,25590,25590,25590,25590,25590,25590,25590,25590,25590,25590,25590,25590,25590,25590,25590,25590
Price_HYUNDAI_ELANTRA_1.8_MPI_PREMIUM_AUTO,,1.8 MPI PREMIUM AUTO,1.8 MPI PREMIUM AUTO,Client Data:Competitor Price:Impreza Competitors:All Models:HYUNDAI ELANTRA ,0.5,28990,28990,28990,28990,28990,28990,28990,28990,28990,28990,28990,28990,28990,28990,28990,28990,28990,28990,28990,28990
Price_HYUNDAI_I30_1.6_CRDI_ACTIVE,,1.6 CRDI ACTIVE,1.6 CRDI ACTIVE,Client Data:Competitor Price:Impreza Competitors:All Models:HYUNDAI I30 ,0.5,23090,23090,23090,23090,23590,23590,23590,23590,23590,23590,23590,23590,23590,23590,23590,23590,23590,23590,23590,23590
Price_HYUNDAI_I30_1.6_CRDI_ACTIVE_AUTO,,1.6 CRDI ACTIVE AUTO,1.6 CRDI ACTIVE AUTO,Client Data:Competitor Price:Impreza Competitors:All Models:HYUNDAI I30 ,0.5,25090,25090,25090,25090,25590,25590,25590,25590,25590,25590,25590,25590,25590,25590,25590,25590,25590,25590,25790,25790
Price_HYUNDAI_I30_1.6_CRDI_ELITE,,1.6 CRDI ELITE,1.6 CRDI ELITE,Client Data:Competitor Price:Impreza Competitors:All Models:HYUNDAI I30 ,0.5,26590,26590,26590,26590,27190,27190,27190,27190,27190,27190,27190,27190,27190,27190,27190,27190,27190,27190,27190,27190
Price_HYUNDAI_I30_1.6_CRDI_ELITE_AUTO,,1.6 CRDI ELITE AUTO,1.6 CRDI ELITE AUTO,Client Data:Competitor Price:Impreza Competitors:All Models:HYUNDAI I30 ,0.5,28590,28590,28590,28590,29190,29190,29190,29190,29190,29190,29190,29190,29190,29190,29190,29190,29190,29190,29390,29390
Price_HYUNDAI_I30_1.6_CRDI_TOURER_ACTIVE,,1.6 CRDI TOURER ACTIVE,1.6 CRDI TOURER ACTIVE,Client Data:Competitor Price:Impreza Competitors:All Models:HYUNDAI I30 ,0.5,24590,24590,24590,24590,24590,24590,24590,24590,24590,24590,24590,24590,24590,25590,25590,25590,25590,25590,25590,25590
Price_HYUNDAI_I30_1.6_CRDI_TOURER_ACTIVE_AUTO,,1.6 CRDI TOURER ACTIVE AUTO,1.6 CRDI TOURER ACTIVE AUTO,Client Data:Competitor Price:Impreza Competitors:All Models:HYUNDAI I30 ,0.5,26590,26590,26590,26590,26590,26590,26590,26590,26590,26590,26590,26590,26590,27590,27590,27590,27590,27590,27790,27790
Price_HYUNDAI_I30_1.6_CRDI_TOURER_ELITE_AUTO,,1.6 CRDI TOURER ELITE AUTO,1.6 CRDI TOURER ELITE AUTO,Client Data:Competitor Price:Impreza Competitors:All Models:HYUNDAI I30 ,0.5,30090,30090,30090,30090,30090,30090,30090,30090,30090,30090,30090,30090,30090,31190,31190,31190,31190,31190,31390,31390
Price_HYUNDAI_I30_1.6_TOURER_ACTIVE,,1.6 TOURER ACTIVE,1.6 TOURER ACTIVE,Client Data:Competitor Price:Impreza Competitors:All Models:HYUNDAI I30 ,0.5,22090,22090,22090,22090,22090,22090,22090,22090,22090,22090,22090,22090,22090,22990,22990,22990,22990,22990,22990,22990
Price_HYUNDAI_I30_1.6_TOURER_ACTIVE_AUTO,,1.6 TOURER ACTIVE AUTO,1.6 TOURER ACTIVE AUTO,Client Data:Competitor Price:Impreza Competitors:All Models:HYUNDAI I30 ,0.5,24090,24090,24090,24090,24090,24090,24090,24090,24090,24090,24090,24090,24090,24990,24990,24990,24990,24990,25190,25190
Price_HYUNDAI_I30_1.8_ACTIVE,,1.8 ACTIVE,1.8 ACTIVE,Client Data:Competitor Price:Impreza Competitors:All Models:HYUNDAI I30 ,0.5,20590,20590,20590,20590,20990,20990,20990,20990,20990,20990,20990,20990,20990,20990,20990,20990,20990,20990,20990,20990
Price_HYUNDAI_I30_1.8_ACTIVE_AUTO,,1.8 ACTIVE AUTO,1.8 ACTIVE AUTO,Client Data:Competitor Price:Impreza Competitors:All Models:HYUNDAI I30 ,0.5,22590,22590,22590,22590,22990,22990,22990,22990,22990,22990,22990,22990,22990,22990,22990,22990,22990,22990,23190,23190
Price_HYUNDAI_I30_1.8_ELITE,,1.8 ELITE,1.8 ELITE,Client Data:Competitor Price:Impreza Competitors:All Models:HYUNDAI I30 ,0.5,24090,24090,24090,24090,24590,24590,24590,24590,24590,24590,24590,24590,24590,24590,24590,24590,24590,24590,24590,24590
Price_HYUNDAI_I30_1.8_ELITE_AUTO,,1.8 ELITE AUTO,1.8 ELITE AUTO,Client Data:Competitor Price:Impreza Competitors:All Models:HYUNDAI I30 ,0.5,26090,26090,26090,26090,26590,26590,26590,26590,26590,26590,26590,26590,26590,26590,26590,26590,26590,26590,26790,26790
Price_HYUNDAI_I30_1.8_PREMIUM_AUTO,,1.8 PREMIUM AUTO,1.8 PREMIUM AUTO,Client Data:Competitor Price:Impreza Competitors:All Models:HYUNDAI I30 ,0.5,28540,28540,28540,28540,29990,29990,29990,29990,29990,29990,29990,29990,29990,29990,29990,29990,29990,29990,30190,30190
Price_KIA_CERATO_1.8_S,,1.8 S,1.8 S,Client Data:Competitor Price:Impreza Competitors:All Models:KIA CERATO ,0.5,19390,19390,19390,19390,19390,19390,19390,19390,19390,19390,19390,19390,19390,19390,19390,19990,19990,19990,19990,19990
Price_KIA_CERATO_1.8_S_AUTO,,1.8 S AUTO,1.8 S AUTO,Client Data:Competitor Price:Impreza Competitors:All Models:KIA CERATO ,0.5,21640,21640,21640,21640,21640,21640,21640,21640,21640,21640,21640,21640,21640,21640,21640,21640,21640,21640,21640,21990
Price_KIA_CERATO_2.0_SI,,2.0 SI,2.0 SI,Client Data:Competitor Price:Impreza Competitors:All Models:KIA CERATO ,0.5,20240,20240,20240,20240,20240,20240,20240,20240,20240,20240,20240,20240,20740,20740,20740,20740,20740,20740,20740,23990
Price_KIA_CERATO_2.0_SI_AUTO,,2.0 SI AUTO,2.0 SI AUTO,Client Data:Competitor Price:Impreza Competitors:All Models:KIA CERATO ,0.5,22240,22240,22240,22240,22240,22240,22240,22240,22240,22240,22240,22240,22740,22740,22740,22740,22740,22740,22740,25990
Price_KIA_CERATO_2.0_SLI,,2.0 SLI,2.0 SLI,Client Data:Competitor Price:Impreza Competitors:All Models:KIA CERATO ,0.5,24040,24040,24040,24040,24040,24040,24305,24305,24305,24305,24305,24305,24305,24305,24305,24305,24305,24305,24305,27990
Price_KIA_CERATO_2.0_SLI_AUTO,,2.0 SLI AUTO,2.0 SLI AUTO,Client Data:Competitor Price:Impreza Competitors:All Models:KIA CERATO ,0.5,26240,26240,26240,26240,26240,26240,26505,26505,26505,26505,26505,26505,26505,26505,26505,26505,26505,26505,26505,29990
Price_MAZDA_MAZDA3_2.0_MAXX_SPORT,,2.0 MAXX SPORT,2.0 MAXX SPORT,Client Data:Competitor Price:Impreza Competitors:All Models:MAZDA MAZDA3 ,0.5,24490,24490,24490,24490,24490,24490,24490,24490,24490,24490,24490,24490,24490,24490,24490,24490,24490,24490,24490,24490
Price_MAZDA_MAZDA3_2.0_MAXX_SPORT_ACTIVEMATIC,,2.0 MAXX SPORT ACTIVEMATIC,2.0 MAXX SPORT ACTIVEMATIC,Client Data:Competitor Price:Impreza Competitors:All Models:MAZDA MAZDA3 ,0.5,26490,26490,26490,26490,26490,26490,26490,26490,26490,26490,26490,26490,26490,26490,26490,26490,26490,26490,26490,26490
Price_MAZDA_MAZDA3_2.0_NEO,,2.0 NEO,2.0 NEO,Client Data:Competitor Price:Impreza Competitors:All Models:MAZDA MAZDA3 ,0.5,20330,20330,20330,20330,20330,20330,20330,20330,20330,20330,20330,20330,20330,20330,20330,20330,20330,20330,20330,20330
Price_MAZDA_MAZDA3_2.0_NEO_ACTIVEMATIC,,2.0 NEO ACTIVEMATIC,2.0 NEO ACTIVEMATIC,Client Data:Competitor Price:Impreza Competitors:All Models:MAZDA MAZDA3 ,0.5,22330,22330,22330,22330,22330,22330,22330,22330,22330,22330,22330,22330,22330,22330,22330,22330,22330,22330,22330,22330
Price_MAZDA_MAZDA3_2.0_SP20_SKYACTIV_ACTIVEMATIC,,2.0 SP20 SKYACTIV ACTIVEMATIC,2.0 SP20 SKYACTIV ACTIVEMATIC,Client Data:Competitor Price:Impreza Competitors:All Models:MAZDA MAZDA3 ,0.5,27990,27990,27990,27990,27990,27990,27990,27990,27990,27990,27990,27990,27990,27990,27990,27990,27990,27990,27990,27990
Price_MAZDA_MAZDA3_2.0_SP20_SKYACTIV_LUXURY_ACTIVEMATIC,,2.0 SP20 SKYACTIV LUXURY ACTIVEMATIC,2.0 SP20 SKYACTIV LUXURY ACTIVEMATIC,Client Data:Competitor Price:Impreza Competitors:All Models:MAZDA MAZDA3 ,0.5,30990,30990,30990,30990,30990,30990,30990,30990,30990,30990,30990,30990,30990,30990,30990,30990,30990,30990,30990,30990
Price_MAZDA_MAZDA3_2.2_DIESEL,,2.2 DIESEL,2.2 DIESEL,Client Data:Competitor Price:Impreza Competitors:All Models:MAZDA MAZDA3 ,0.5,27360,27360,27360,27360,27360,27360,27360,27360,27360,27360,27360,27360,27360,27360,27360,27360,27360,27360,27360,27360
Price_MAZDA_MAZDA3_2.5_SP25,,2.5 SP25,2.5 SP25,Client Data:Competitor Price:Impreza Competitors:All Models:MAZDA MAZDA3 ,0.5,31490,31490,31490,31490,31490,31490,31490,31490,31490,31490,31490,31490,31490,31490,31490,31490,31490,31490,31490,31490
Price_MAZDA_MAZDA3_2.5_SP25_ACTIVEMATIC,,2.5 SP25 ACTIVEMATIC,2.5 SP25 ACTIVEMATIC,Client Data:Competitor Price:Impreza Competitors:All Models:MAZDA MAZDA3 ,0.5,33670,33670,33670,33670,33670,33670,33670,33670,33670,33670,33670,33670,33670,33670,33670,33670,33670,33670,33670,33670
Price_MITSUBISHI_LANCER_2.0_ES,,2.0 ES,2.0 ES,Client Data:Competitor Price:Impreza Competitors:All Models:MITSUBISHI LANCER ,0.5,21690,21690,21690,21690,21690,21690,21690,19990,19990,19990,19990,19990,19990,19990,19990,19990,19990,19990,19990,19990
Price_MITSUBISHI_LANCER_2.0_ES_CVT,,2.0 ES CVT,2.0 ES CVT,Client Data:Competitor Price:Impreza Competitors:All Models:MITSUBISHI LANCER ,0.5,24190,24190,24190,24190,24190,24190,24190,22240,22240,22240,22240,22240,22240,22240,22240,22240,22240,22240,22240,22240
Price_MITSUBISHI_LANCER_2.0_ES_CVT_SPORTBACK,,2.0 ES CVT SPORTBACK,2.0 ES CVT SPORTBACK,Client Data:Competitor Price:Impreza Competitors:All Models:MITSUBISHI LANCER ,0.5,24190,24190,24190,24190,24190,24190,24190,22240,22240,22240,22240,22240,22240,22240,22240,22240,22240,22240,22240,22240
Price_MITSUBISHI_LANCER_2.0_ES_SPORTBACK,,2.0 ES SPORTBACK,2.0 ES SPORTBACK,Client Data:Competitor Price:Impreza Competitors:All Models:MITSUBISHI LANCER ,0.5,21690,21690,21690,21690,21690,21690,21690,19990,19990,19990,19990,19990,19990,19990,19990,19990,19990,19990,19990,19990
Price_MITSUBISHI_LANCER_2.0_LX,,2.0 LX,2.0 LX,Client Data:Competitor Price:Impreza Competitors:All Models:MITSUBISHI LANCER ,0.5,26390,26390,26390,26390,26390,26390,26390,23990,23990,23990,23990,23990,23990,23990,23990,23990,23990,23990,23990,23990
Price_MITSUBISHI_LANCER_2.0_LX_CVT,,2.0 LX CVT,2.0 LX CVT,Client Data:Competitor Price:Impreza Competitors:All Models:MITSUBISHI LANCER ,0.5,28890,28890,28890,28890,28890,28890,28890,26240,26240,26240,26240,26240,26240,26240,26240,26240,26240,26240,26240,26240
Price_MITSUBISHI_LANCER_2.0_LX_CVT_SPORTBACK,,2.0 LX CVT SPORTBACK,2.0 LX CVT SPORTBACK,Client Data:Competitor Price:Impreza Competitors:All Models:MITSUBISHI LANCER ,0.5,28890,28890,28890,28890,28890,28890,28890,26240,26240,26240,26240,26240,26240,26240,26240,26240,26240,26240,26240,26240
Price_MITSUBISHI_LANCER_2.0_LX_SPORTBACK,,2.0 LX SPORTBACK,2.0 LX SPORTBACK,Client Data:Competitor Price:Impreza Competitors:All Models:MITSUBISHI LANCER ,0.5,26390,26390,26390,26390,26390,26390,26390,23990,23990,23990,23990,23990,23990,23990,23990,23990,23990,23990,23990,23990
Price_MITSUBISHI_LANCER_2.4_VRX,,2.4 VRX,2.4 VRX,Client Data:Competitor Price:Impreza Competitors:All Models:MITSUBISHI LANCER ,0.5,30990,30990,30990,30990,30990,30990,30990,29990,29990,29990,29990,29990,29990,29990,29990,29990,29990,29990,29990,29990
